date,star,review,dow,dow_name,is_weekend,month
2024-07-21,2.0,바쁠때 불친절한 건 그려려니 합니다. 근데 식사 시간대도 지났고 비가 온 뒤라 매장 손님이 절반밖에 없는데도 어찌 그리 불친절하신지. 기다리다 먹었을 땐 안 그랬는데 음식이 나왔는데 바로 안줘서 그런건지 로봇이 헤매다 와서 그런건지 ... 더보기,6,일,True,7
2024-07-20,3.0,만두는 짱맛있는데 칼국수가 예전 맛이 아니라고해야되나.. 너무 짜기만 해서 아쉬웠어요 콩국수가 훨씬 맛있어용,5,토,True,7
2024-07-20,5.0,5500원일 때부터 다녔는데 지금은 11000원이네요 그래도 여전히 맛있어요!!,5,토,True,7
2024-07-18,1.0,오랫만에 아이들과 방문했습니다. 미쉐린 가이드의 영향을 찾는 손님이 많더군요. 맛에 대한 부분은 다른 분들이 많이 작성하셔서 생각하고 서비스 부분에서 불편한 점 두가지 적으려고 합니다.   1. 4인 가족은 후문에서 줄을 서서 입장해야하는데. 일행 전원이 대기하지 않으면 줄도 ... 더보기,3,목,False,7
2024-07-17,1.0,직원분들 외국인들한테는 현금만받음. 케쉬. 케쉬 이러면서 옆에있던 외국인들한테 현금달라함. 카드줘도 케쉬.케쉬.장말 이거 하라고 교육시킨건 아니겠지.쪽팔림은 한국시람몫.대단쓰.,2,수,False,7
2024-07-16,5.0,"처음 먹어봤는데 유명한 이유를 알겠어요! 엄청 빨리 나오고 맛있네요 
외국인도 정말 많아요!",1,화,False,7
2024-07-16,1.0,일하시는 분들이 일하는게 아니라 편하고 싶어하는게 이 정도면 그 악명 높은 근처 하동관이 차라리 친절한 거 같고 무엇보다..칼국수 이 맛이 정말 맛있는 맛이에요?,1,화,False,7
2024-07-15,5.0,"사실 딴건 다 별로고
맛 으로만 5점 줌",0,월,False,7
2024-07-14,3.0,"김치가 너무 마늘맛,
대기줄이 빨리 빠지는 장점은 있지만
후다닥 먹고 나와야함 
명... 더보기",6,일,True,7
2024-07-11,3.0,"직원분들 너무 불친절하고
가게 내부 분위기도 어수선하고 맛은 무난하니 한번쯤 먹어볼만한데 급식소같은 느낌이라 좀 그래요
서빙로봇 있는데 걔 돌아다니기도 전에 직원분들이 가지... 더보기",3,목,False,7
2024-07-07,4.0,"칼국수보단 콩국수가 맛있네 ! 
명동 가면 무조건 들려야 하는 집 !",6,일,True,7
2024-07-07,5.0,가격도 괜찮고 칼국수도 맛있었어요,6,일,True,7
2024-07-05,4.0,명동갈때 한끼 적당히 떼우기에 이만한 곳이 없어요! 식당 고르기 귀찮을땐 명동칼국수!,4,금,False,7
2024-07-05,1.0,"이젠 김밥천국 칼국수 정도의 맛으로 떨어짐
명동 맛집 하나를 잃어서 마음이 아프다",4,금,False,7
2024-07-02,1.0,"맛이 많이 변했네요. 후기들 보고 사람들 입맛이 바뀐건지 맛이 변한건지 궁금해서 직접 가 봤는데, 맛이 없는 건 아니지만 만천원이라는 가격은 아니라는 생각이 듭니다. 특히, 김치는 먹기가 힘든 맛이네요. 특유의 마늘맛이, 예전에는 독특해사 좋았던 그 맛이, 이제는 과해져서, 먹기 불편할 정도입니다.",1,화,False,7
2024-07-02,1.0,"너무너무 불친절하고 면이 밀가루 풋내도 많이 나고 너무 불어있었어요 잇몸만 있으셔도 잘 드실듯

의자에 앉기도 전에 주문하라고 하고... 더보기",1,화,False,7
2024-07-01,1.0,"그냥저냥 표준적인 고깃국물 칼국수맛. 만두도 교자가 육즙도 없이 특별할 것 없는데 어떻게 미슐랭 선정인지 모르겠다. 그보다 외국인들이 그렇게 많이오는 곳인데 직원들이 참 화가 많다. 1층에서 2층3층 구분해주고 응대하는 나이든 아줌마직원, 영어의사소통도 전혀 안되서 외국... 더보기",0,월,False,7
2024-06-30,1.0,"재평가 시급 제발 직원교육좀 다시 시키세요. 유명하다고 배짱 장사하나.. 맛있고 사람들이 찾아주니 아주 난리가 났네요, 물은 수돗물이고 반말에 사람들 치고다니고. 제발 기본은 하자구요 외국인 친구들 데려가기 쪽팔려요",6,일,True,6
2024-06-27,3.0,"맛있다. 맛있는데 사람 너무 많고 좁다.
이런 곳은 서비스 경험 그런거에 기대를 하면 안 되는거 알지만서도 그냥... 뭔가 급식소 온 느낌이라 막 그닥 만족스럽진 않음 그냥 잘 먹었다... 더보기",3,목,False,6
2024-06-26,4.0,"맛있는데 흠 사람 너무 많아서 정신이 하나도 없고, 음료수 안 팔아서 아쉽고, 비빔보단 일반이 더 맛있어요.",2,수,False,6
2024-06-25,4.0,칼국수 맛있네요. 김치가 밀가루 음식의 느끼함을 잘 잡아주네요.,1,화,False,6
2024-06-23,1.0,국물은 짬뽕 불향이 나고 만두는 소룡포 비슷한게 묘하게 중식의 느낌이 남. 그러나 충격적일정도로 맛이 없음. 한국 미슐랭은 진짜 최악.. 외국인들 많던데 제발 여기말고 다른 맛있는 곳 가세요. 동네 칼국수집이 훨씬 나음.,6,일,True,6
2024-06-22,5.0,명동교자 최고 마늘김치가 진짜 맛있어요,5,토,True,6
2024-06-22,1.0,20년 이용자인데 맛은 있지만 갈수록 손님에 대한 감사나 배려가 없어짐. 광장시장 V2 한마디로 맛있는 급식소.,5,토,True,6
2024-06-20,2.0,"내가 명동교자 다닌지 10년이 넘은 사람이오. 예전보다 국물이 많이 묽어졌소. 그리고 김치
또한 마늘이 너무 많이 들어가 마늘테러 당한 줄 알았소. 이 정도 맛이면 굳이 여길 와야하나 생각이 드는 정도요. 다음엔 더 나아지길 기원하겠소.",3,목,False,6
2024-06-20,3.0,맛있는데 너무 시장바닥같아요 더럽고 불편하고,3,목,False,6
2024-06-20,5.0,명동교자 콩국수와 겉절이는 사랑입니다.,3,목,False,6
2024-06-20,5.0,"콩국수 면이 너무 퍼져서 나오긴 했는데
추억으로 가끔 가는 명동교자는 늘 어느정도는 만족",3,목,False,6
2024-06-18,4.0,"항상 웨이팅이 많지만 빠르게 회전하는 식당 
칼국수 교자가 먹고 싶을때 들리는곳.",1,화,False,6
2024-06-18,1.0,"내 콩국수를 왜 가위로 잘라요?
그릇을 내려놓자마자 묻지도 않고 가위로 내 콩국수를 싹뚝 싹뚝 싹뚝잘... 더보기",1,화,False,6
2024-06-18,5.0,김치가 맛있었음,1,화,False,6
2024-06-18,5.0,외국인 친구들 데려갔는데 다들 엄청 만족했고 저도 맛있게 먹었습니다. 줄이 길어서 대기시간이 좀 있긴한데 메뉴 주문하자마자 1초만에 음식 가져다 줬어요.,1,화,False,6
2024-06-16,5.0,맛만있어여,6,일,True,6
2024-06-15,2.0,명동은 처음. 가장유명한 맛집이라길래 역 도착하자마자 바로 감. 하지만 좌석안내하는 직원한분이 불친절해서 엄청 기분나빴음. 웨이팅줄은 긴편인데 혼자가서 조금기다리고 바로 착석가능했음. 손님많아서 대량으... 더보기,5,토,True,6
2024-06-12,3.0,과거의 맛보다는 덜 짜서 좋긴 하다. 뭐 특별하게 맛있다의 느낌은 없지만 명동을 다시 방문 하지 않을 듯 하다 하면 와서 먹어보는 걸 추천. 그래도 일반 칼국수집과는 다른 맛에 지역명을 두고 대표하는 곳이니 안 먹고 지나치면 후회는 있을 듯... 더보기,2,수,False,6
2024-06-11,3.0,1점주기엔 낮고 4점주기엔 아까워서 3점입니다. 김치는 맛있는데 국수가 제취향이 아니었네요. 만두는 쏘쏘,1,화,False,6
2024-06-09,4.0,"줄은 길어도 테이블 회전이 빨라서 10분정도 기다림

사리 공기밥 추가는 무료인데 옆 테이블 손님은 사리를 두번 추가하시... 더보기",6,일,True,6
2024-06-07,3.0,"대기중 세우시는 분께서 10분 이면 된다고 하셨는데 
30분 정도 기다렸어요.
줄 서는 시간은 알려... 더보기",4,금,False,6
2024-06-07,4.0,"대구사는 친구가 놀러와서 명동을 한번도 안 가봤다길래 데려가봤어요 저는 두번째 방문인데
옛날에 배부를 때 와서는 솔직히 이게 뭔맛인가싶었는데 오랜만에 먹어보니까 비빔국수 시원하고 간도 적당하고 만두도 육즙... 더보기",4,금,False,6
2024-06-07,4.0,"콩국수 칼국수 만두 
김치에서 생강향이 더 심해진 것 같아요
가격도 너무 비싼... 더보기",4,금,False,6
2024-06-06,5.0,"맛있음, 도떼기시장같이 정신없긴한데
맛있어서 용서됨. 김치 맵싸 한게 맘에 듦",3,목,False,6
2024-06-06,1.0,the staff is rude. Doesnt worth it,3,목,False,6
2024-06-06,2.0,"명동올때마다 엄청난 대기줄에 포기했는데 드디어 먹어봄!
맛은 주관적이라 다르지만 이맛에 이렇게 기다려서 먹을까 혼란스러움, 맛없지는 않지만 줄서먹기엔 딴 맛집 가겠음, 김치맛이 그렇게나 좋다던데 그렇지 않았음. 사람 많아 힘들... 더보기",3,목,False,6
2024-06-05,4.0,오전11시에 가서 웨이팅 없이 입장.두명은 2층.외국인이 더 많음 . 맛은 강추 . 공간 협소해서 여유있게 먹기는 어려움.직원 친절함.동생한테 일찍가서 먹고오라 했음.,2,수,False,6
2024-06-02,2.0,2년만에 왔는데 가격도 많이 오르고 맛이 많이 변했네요.. 전에는 맛있었는데 국물이 연하고 면발이 약해짐,6,일,True,6
2024-06-01,4.0,"칼국수 맛나요. 명동을 자주가면 다른 음식점도 이용할텐데 가끔 가니까 여기서 먹을수 밖에.. 그리울 때쯤 가니까요. 여긴 친절이고 뭐고 추억으로 먹지 않나요? 가던 사람들은 바쁜거 뻔히 아니.. 사리, 밥 추가 공짜. 처음부터 추가해서 시켜도 되요. 남기지만 않으면 좋을거 같아요.",5,토,True,6
2024-05-31,5.0,"수십년 단골집입니다.
언제라도 최고의 칼국수라고 봅니다.
술먹은 담날이 더 절실하죠.... 더보기",4,금,False,5
2024-05-30,3.0,"이제는 사실상 관광식당입니다. 맛은 여전히 나쁘지 않지만 줄서서 먹을 만큼의 맛도 아니며, 무엇보다 좁은 공간에서 편안하고, 여유롭게 먹지도 못한다는 점을 염두해 두시는 게 좋습니다.",3,목,False,5
2024-05-30,3.0,"맛은 있지만 여유로운 식사는 불가한곳
요즘은 외국인이 더 많은 느낌
내앞에 외국인, 내옆... 더보기",3,목,False,5
2024-05-26,1.0,대체 왜 평가가 좋은지 전혀 이해할수 없다. 무엇보다 닭장같은 좌석에 바글바글 시끌벅적 모여앉아 빨리 먹고 빨리 나가는 분위기가 정말 최악 이렇게까지 해서 먹고싶은 음식도 아님.,6,일,True,5
2024-05-26,2.0,"싱가폴 친구랑 같이 갔었는데 좁고 불친절하고 공장 식당 같은 분위기 였네요.

맛은 나쁘지 않지만 다시 가고 싶지는 않네요.",6,일,True,5
2024-05-24,5.0,칼국수면발 어찌 이리 야들 야들 쫄깃 할까요?  국물맛 넘 좋아요  난 중독됐어요  김치도 넘 맛읺어!,4,금,False,5
2024-05-23,3.0,"음식 맛은 아주 뛰어나진 않지만, 꽤 괜찮습니다. 그러나 분위기와 서비스는 컨테이너 공장 같은 느낌이 들었습니다. 아늑하고 편안한 분위기까지는 아니더라도 들어가서 마음 편하게 식사를 할 수 있는 분위기였으면 좋겠네요",3,목,False,5
2024-05-23,3.0,"돗데기시장 그 자체
원래도 그랬지만 갈수록 쫓기듯 먹게됨",3,목,False,5
2024-05-23,5.0,"

... 더보기",3,목,False,5
2024-05-21,2.0,"맛은 좋은데
직원 아주머니 사레들렸다면서 가운데서 계속 헛구역질 기침하시네요
김치 던지면서 주고... 더보기",1,화,False,5
2024-05-19,5.0,"22.12.05 칼국수 별로 안좋아하는데 친구가 오자 해서 반강제로 온 곳. 
그런데 내가 알고 있던 칼국수가 아니었다. 국물에서 느껴지는 진한 고기향부터 적당히 익혀진 양파까지 
칼국수보다는 무슨 우육... 더보기",6,일,True,5
2024-05-19,3.0,웨이팅이 극심 하지만 회전율이 좋아서 기다릴 만한 정도고 생각 외로 알아서 챙겨주는 친절한 서비스가 마음에 든다. 하지만 밀집도가 너무 높은 점은 불편할 수도 있겠다. 밑반찬으로 나오는 김치는 마늘이 너무 들어가서 이건 국적불명 수준이랄까 암튼 그랬다. 납작 완탕 ... 더보기,6,일,True,5
2024-05-18,5.0,"수식어가 필요없는 미슐랭 맛집 이지요 혹시 맛의 변화가 없는지 궁금하기도 하고 오랜만에 방문해 보았어요.

칼국수는 불향나는 고기 고명과 볶... 더보기",5,토,True,5
2024-05-18,1.0,"맛은 항상 같음. 맛있긴 함.
다만 고객응대 불친절 때문에 앞으로 맛있어도 안갈생각.
기존에 무제한으로 주던 밥를 이젠 인당 하나 밖에 주지 않음.
이거 가지고 왜 투정이냐? 칼... 더보기",5,토,True,5
2024-05-18,1.0,"맛은 종로칼국수집들 평균보다 조금 나은정도맛은있음 하지만 안내부터 입맛이 털림 안내하는 직원분은 양말 벚으면서 안내 퉁명스러운 안내...두번은 오기싫은 기분,,",5,토,True,5
2024-05-18,1.0,"맛은 있다
허나 맛을 뭉개 버리는 직원들의 개차반 응대
어차피 갈 사람은 간다는",5,토,True,5
2024-05-18,3.0,Food is yummy but the service is bad. Why do you only give more kimchi to Koreans? And they dont even eat all of it We got half the amount of kimchi you give to Koreans,5,토,True,5
2024-05-18,4.0,"웨이팅이 있지만 회전율도 빠름.
김치가 마늘의 알싸한 맛이 좋음.
고기국물 맛이 맛있음.",5,토,True,5
2024-05-18,5.0,비오고 추워서 영화보고 명동교자먹으러 왔는데 오랜만에 왔어도 맛있네요뜨끈하게 잘먹었어요,5,토,True,5
2024-05-16,4.0,시장통 분위기에 한결같이 불친절하고 가격도 계속 오르지만 이러니저러니해도 대체불가능한 맛이라 꾸준히 찾게 되는 곳,3,목,False,5
2024-05-15,5.0,"진짜 다 맛있고 김치도 너무너무 맛있고
밥 면 추가 무료로 가능해서 너무 좋은데
웨이팅이 있다보니깐 상을 너무 빨리 치우려고 하세요. 밥을 다... 더보기",2,수,False,5
2024-05-14,2.0,"최애 생각나 이끌리듯 오는곳였는데
갈수록 가격은 물가상승이라 하지만 내용물 실종 호박한조각 부추 찾아 삼만리 목이버섯 쪼가리추가로 원했지만 다먹을때까진 추가안옴복불복... 더보기",1,화,False,5
2024-05-13,3.0,김치에 마늘맛이 한국인도 감당 불가,0,월,False,5
2024-05-12,5.0,"칼국수는 고기 고명이 많이 들어가있고
양파절임으로 구수한 맛이예요
콩국수 면은 초록색이고 콩국이 진했어요
만두피도 얇고 ... 더보기",6,일,True,5
2024-05-11,4.0,"24년 5월 5일 저녁 식사

칼국수 국물에서 자꾸 ... 더보기",5,토,True,5
2024-05-10,4.0,갈 때마다 불친절하고 쓸데없이 자극적인데 종종 강렬하게 생각나는 맛,4,금,False,5
2024-05-09,4.0,접시에 이물질 묻은거 빼고 너무 맛있게 잘먹었어요가게는 조금 바뻐서 북적북적 느낌,3,목,False,5
2024-05-08,1.0,"자리 많은데 꾸여꾸역 합석 시키길래 다른 자리 달라니까 대놓고 꿍시렁거리면서 합석시키고, 비빔냉면에서 비닐 나와서 말씀드리니까 들아가지도 않은 재료 버섯이라고 핑계대더니 죄송하다는 사과 하나 없이 바꿔준다고 가져가심 너무 불친절해서 먹는내내 체할뻔",2,수,False,5
2024-05-08,4.0,"2024.04.21
예전보다 맛있진 않네요 점점 중화풍.",2,수,False,5
2024-05-06,1.0,어떻게든 손님 받으려고 무조건 합석. 비빔은 짜고 김치는 다진마늘 듬뿍. 그냥 만두만 포장해가세요.,0,월,False,5
2024-05-06,2.0,맛은 좋지만 사리추가 주문까지 묵살하면서 자리 비우고 내보낼 궁리만 하는 종업원들의 불친절에 학을 뗀다. 그래도 아주 끊을수는 없는 애증의 가게.,0,월,False,5
2024-05-06,2.0," 당신이 생각하는 칼국수와 거리가 있음
한국인보다 외국인이 많고 자리가 붙어있어서 일반적인 식당보다는 그냥 밥만 먹는 곳의 느낌이 ... 더보기",0,월,False,5
2024-05-05,5.0,명동에 가면 항상 들르는 명동교자,6,일,True,5
2024-05-05,3.0,"겁나 불친절하고 도떼기시장마냥 다닥다닥 붙어있어서 가기싫은데 시간 지나면 마늘향이 생각나서 주기적으로 먹으러 가는 내가 실....타..... 
만약 가게 되면 만두 꼭 시키세요. 칼국수도 칼국수인데 만두가 진짜 맛있음",6,일,True,5
2024-05-05,4.0,"맛은있는데 자리거 너무 다닥다닥 붙어있어서 답답하고 좀 불쾌했어요
차라리 좀 한산한 분점이 있으면 거기로 가는게 나을듯..... 더보기",6,일,True,5
2024-05-05,4.0,"모르는 사람이 없는 칼국수계의 아이돌.
자칫하면 평범하기 쉬운 음식인 칼국수에, 고유의 아이덴티티를 한껏 담아낸 ... 더보기",6,일,True,5
2024-05-05,5.0,"매장이 너무 바쁘지만,, 칼국수가 참 맛있다!!",6,일,True,5
2024-05-03,4.0,역시 면발 부드럽고 추가 사리주문 만족,4,금,False,5
2024-05-02,4.0,"위생은 모르겠고 불친절함
맛은 그럭저럭 괜찮음",3,목,False,5
2024-04-26,5.0,마늘김치가 또 생각나는..,4,금,False,4
2024-04-24,5.0,칼국수 만두 비빔국수 콩국수,2,수,False,4
2024-04-23,5.0,Im inlove with noodles haha. Whenever I go back to Korea I always make sure to dine at the restaurant. ,1,화,False,4
2024-04-21,1.0,"위생, 지나친 마늘향, 김치맛",6,일,True,4
2024-04-19,5.0,"매년 가는데 작년까지 실망했다가 올해 다시 퀼리티 좋아졌다. 
만두는 항상 비슷한데 칼국수 국물 전문기가 싹 빠져서 예전에 비해 훨씬 맑은 느낌에, 콩국수는 처음인데 여기 콩국수 맛집이었다..면 완전 쫄깃탱글하고 콩물 완전 걸쭉하고 고소함..",4,금,False,4
2024-04-18,4.0,"언제 먹어도 맛있네요.
옛날에 껌도 하나 주던거 같은데 요즘은 안보이네요??",3,목,False,4
2024-04-17,1.0,"비싸고 맛도 동네 칼국수 수준
닭장마냥 테이블 쑤셔박고
좀 먹었다 싶으... 더보기",2,수,False,4
2024-04-15,1.0,"매번 불친절해도 그냥 먹으러 갔는데 이번에는 갔을때는 불친절하고 손님 더 받겠다고 그 작은 테이블을 반으로 나눠서 다른 사람하고 마주 보고 먹었네요,,, 내돈내고 쫓기듯 먹었어요 이제 안갈것 같아요",0,월,False,4
2024-04-15,1.0,비위생 불친절,0,월,False,4
2024-04-15,2.0,"초심을 완전히 잃었음
면은 내가 끓여고 더 잘 끓일수 았다할 정도로 형편 없음 do not go here",0,월,False,4
2024-04-14,1.0,맛은 있는데 큰 바퀴벌레가 더듬이와 등껍질을 반짝이며 벽타고 기어가는 걸 목격한 뒤로 도저히 못 가겠습니다.,6,일,True,4
2024-04-13,3.0,"맛있어요 충분히 맛있는데 엄청난 기대는 하지마세요.
칼국수 육수도 맛있고 불향이 나서 중국음식이 연상되요.
만두도 맛있구요.
근데 미슐랭 빕구르망에 선... 더보기",5,토,True,4
2024-04-13,4.0,"오랜만에 갔는데 여전히 맛나네요
외국인들도 엄청 많고
바뻐서 그런지 친절함은 기대하지 않지만 너무 정신없네요",5,토,True,4
2024-04-12,2.0,유명해서 한 번 가봤어요 그런데 칼국수 면이 너무 흐물했어요  만두는 괜찮았어요  운 좋게 웨이팅 한팀하고 들어갔는데 길게 웨이팅해서 먹을 맛까지는 잘 모르겠네요,4,금,False,4
2024-04-09,3.0," 칼국수 3개  만두 2개
 3인

 만두는 피가 얇고 부드러워서 좋았다. 만두 속도 육즙 많고 푸짐해서 맛있었음. 다만 칼국수랑 같이 먹어서 그런지 조금 ... 더보기",1,화,False,4
2024-04-08,3.0,옛날엔 진짜 맛있게 먹었었는데 오랜만에 가니 칼국수는 너무 식어있고 묘하게 불친절해진,0,월,False,4
2024-04-06,1.0,바쁜건 알지만 너무 불친절해요,5,토,True,4
2024-04-05,1.0,"오래전 적당한 규모에서 했을때가 맛집이지
지금 공장처럼 정성은 1도없이 찍어내듯 비위생적이고 친절 따위없음",4,금,False,4
2024-04-01,4.0,"웨이팅 있어도 회전율 빨라서 금방 들어감
국물 육수가 진하고 맛있음
근데 육수, 김치 모두 짜서 물을 ... 더보기",0,월,False,4
2024-03-30,1.0,"이층 할아버지님 역정이 심하시고
물에서 수도물 냄새가 심합니다",5,토,True,3
2024-03-30,5.0,"언제나 사람 많은 곳
맛도 맛있고 또 방문각",5,토,True,3
2024-03-28,5.0,맛은 괜찮음. 근데 사람이 너무 많고 오후 2시에도 웨이팅이 굉장히 길고 좁아서 불편합니다. 다만 회전율이 빨라서 생각보다 오래 기다리지 않고 먹을 수 있어요.,3,목,False,3
2024-03-27,1.0,"혀를 내두르게 하는 이 집의 장삿속...
이태원점은 아직인 것 같지만, 명동 본점은 마침내 한 사람이 앉아도 전혀 크지 않은 자리를 나즈막한 가림막을 세우고 1... 더보기",2,수,False,3
2024-03-27,1.0,"식당에서 밥안파는집!
직원들은 뭐가 그리 화들이 났는지

칼국수 2인분시켰고 사리 하... 더보기",2,수,False,3
2024-03-27,4.0,김치가 특히 맛있었는데 다른 메인메뉴들은 그냥그랬어용 특별한 맛은 없었어요,2,수,False,3
2024-03-27,4.0,"맛있다!!회전율이 빨라서 금방 들감
김치가 리얼 존맛탱구리임
면이랑 밥이 리필 되는것도 굿",2,수,False,3
2024-03-26,2.0,".줄이 길어도 빠르게 앉을 수 있고 음식이 바로 나온다
.만두가 제일 괜찮았다
칼국수는 진한... 더보기",1,화,False,3
2024-03-25,1.0,"꼭 생각나고 맛은 있어서 가긴 간다만

거 외국인들도 ... 더보기",0,월,False,3
2024-03-24,4.0,"엄청나게 맛있다 까지는 아니지만 한번 가보기 좋음

분위기가 재밌다..
들어가면 인원수에 따라 대기하는 곳이 다르다. 문앞에 있는 직원분께 몇명이라 말하... 더보기",6,일,True,3
2024-03-24,4.0,종종 생각날때마다 먹으러 가는 곳,6,일,True,3
2024-03-23,5.0,"칼국수 2개 주문.
오랜 기다림대략2시간끝에 먹어서 인지 엄청 맛있게 먹었어요..
볶은야채와 고기에 불맛이 있었고 국물... 더보기",5,토,True,3
2024-03-22,1.0,왜..? 미슐랭 감 다뒤졌네,4,금,False,3
2024-03-18,3.0,"한국인보다 외국인이 더 많은 식당  그래도 면,밥 무한리필이라 계속 리필시켜서 먹음",0,월,False,3
2024-03-18,3.0,"후기가 반반이라 약간의 기대를 하고 갔는데
나름 괜찮아요 추웠던 날 생각보다 웨이팅 오래하지않아서 그런지 더 맛있게 느껴졌네요
다 먹고나선 물이 많이 땡기긴했지만.. 
나중에 알았... 더보기",0,월,False,3
2024-03-16,3.0,그냥 저냥 어쩌다 가면 먹을만함,5,토,True,3
2024-03-15,5.0,진짜 괜찮은 집 .,4,금,False,3
2024-03-10,5.0,맛있어서 명동 근처 가면 가고싶은 곳,6,일,True,3
2024-03-10,1.0,"직원들이 분노조절장애가 있음
지들끼리 싸우던가 손님한테 화내고
단체로 병원좀 가보길",6,일,True,3
2024-03-09,5.0,칼국수 만두 칼국수 만두는 맛있어요!!,5,토,True,3
2024-03-09,5.0,"찐맛집입니다!!
주기적으로 먹어줘야해요!!",5,토,True,3
2024-03-09,4.0,진짜 맛있어요 그렁데 사람 너무 많아서 북적이고 정신없긴해요,5,토,True,3
2024-03-07,2.0,맛있긴 함 근데 점심시간에 사람 많아서 바쁜건 알겠는데 응대가 불친절,3,목,False,3
2024-03-07,1.0,서비스 최악. 3층 안내하는 분 자리 좁아서 의자 하나 달라니까 아니라고 하면서 4인석에 5인 꾸겨 앉으라함. 의자 하나 주는게 힘든지? 서비스 교육 제대로 하길.,3,목,False,3
2024-03-07,4.0,맛있음 근데 먹고 있는데 계속 내쫓으려고함,3,목,False,3
2024-03-05,5.0,유산슬이 칼국수가 되면 이런맛일듯,1,화,False,3
2024-03-04,5.0,"일요일 점심에 저희 남매가 아버지 모시고 갔어요. 
아버지는 말기항암중이신데 세 숟가락 정도 밖에 못드시니 너무 마르고 병색이 짙으셔서 저희는 어떻게든 입에 맞고 좋아하시는거 한입이라도 더 드시게 하려 찾아 다닙니다. 추운 겨울 추억의 명동거리... 더보기",0,월,False,3
2024-03-04,5.0,맛있지만 너무 푸대접 자꾸 다먹었냐고 물어보시고 치워준다고 하시네요.,0,월,False,3
2024-03-03,5.0,칼국수 맛있음 고기맛,6,일,True,3
2024-03-03,4.0,말도 많고 탈도 많지만 여전히 맛집은 맛집,6,일,True,3
2024-03-02,4.0,하도유명해서 줄서서 한번먹어봤네요 맛있었어요.근데 정신없긴하네요. 주방옆이라 자꾸 다먹었냐 치울까요? 물어서 부담스럽네요 김치 리필해주는건 좋았고요 근데 마늘맛이 강하고 알싸해요 암튼 맛있긴한데 재방문은 글쎄요,5,토,True,3
2024-02-28,4.0,"마늘김치  제입맛엔 너무쎄더라구여 
사람많아복잡하고 간격은 너무좁고 시끄럽고 
칼국수자체는 맛있... 더보기",2,수,False,2
2024-02-28,4.0,명성 만큼 그 수준을 계속 잘 유지 하고 있는듯 하다.,2,수,False,2
2024-02-27,5.0,"역시 본점이네요
일년에 한두번은 명동교자 짠 칼국수와... 더보기",1,화,False,2
2024-02-26,4.0,"라스트 오더 때 쯤 가서 많이 기다리지 않고 바로 앉을 수 있었음
칼국수치곤 비싼 가격이었지만 맛있음",0,월,False,2
2024-02-22,4.0,"사람들 많고 정신없지만
맛있음! 늘 웨이팅이지만 10분정도면 입장하는듯
음식 엄청빨리나와서 좋음!",3,목,False,2
2024-02-22,5.0,"사람들이 줄서는 이유가 있져 

20년 이상 온 최고의 맛집 ",3,목,False,2
2024-02-21,4.0,칼국수가 유병한 집. 늘 한결같은 맛을 유지하고 있음. 겉절이도 맛있음. 테이블 수가 식당 공간에 비해 너무 많아 비좁음.,2,수,False,2
2024-02-20,4.0,"명동성당왔다가 걸어서 56분?  
사람이 많고 정신없긴해요 그런데 먹고 또 포장해가고픈 만두의 맛 그것땜에 갑니다 진한육수의 기름진맛이예요",1,화,False,2
2024-02-17,5.0,"여기첨먹었을때 진짜맛있어서 집근처 교자 잘못들어갔다가 실망함 인테리어 칼국수 너무 비슷한데 맛이 확실히 다름 
명동교자가 맛집",5,토,True,2
2024-02-17,5.0,"오랜만에 방문해도 여전히 같은 맛 
명동 가면 가장 먼저 생각나는 맛집",5,토,True,2
2024-02-17,3.0,줄서면서 먹을정도여서 기대했는데 보통입니다,5,토,True,2
2024-02-16,4.0,특별한 맛은 아니지만 명동가면 한번쯤 먹어볼만한 명동교자 대기줄은 항상 길지만 금방 빠져요.,4,금,False,2
2024-02-14,5.0,"얇은 두께의 만두피가 만두소와 적절히 섞여서, 평소 만두를 좋아하는 사람 입장에서는 만족스러운 식감이었습니다. 칼국수 국물은 짜장면이 생각나는 독특한 향이었습니다.",2,수,False,2
2024-02-13,5.0,어머니 손잡고 가기 시작해 어느덧 40년째 단골이다.  옛날부터 사람은 많았어서 크게 기다리는 건 문제 없다. 다만 불친절해도 이렇게 불친절할수 있나 싶을 정도임.  장애인에 대한 배려 전혀 없다.  기대말길.  다른 유명 업... 더보기,1,화,False,2
2024-02-11,5.0,"40년 전 270원
닭육수가 소고기 육수로 바꿨다.
임신한 집시람이 유일하게 입덧없이 먹... 더보기",6,일,True,2
2024-02-07,5.0,"마주치는 모든 직원들이 다 친절했고, 손님이 많은데도 시스템이 잘 되어있어 잘 먹고 갔습니다. 수저 물컵 정리도 잘 되어있고 깔끔하다 느꼈습니다. 잘 되는 곳은 이유가있네요",2,수,False,2
2024-02-07,1.0,"명동 가면 꼭 먹어야 함
하지만 가격이 점점 흉함 
분식으... 더보기",2,수,False,2
2024-02-06,4.0,"예전엔짜다고생각했는데
안짜고
은근 비빔맛... 더보기",1,화,False,2
2024-02-03,3.0,"칼국수는 다른 칼국수들과 다르게 명동교자만의 특색이 있고 정말 맛있음! 김치도 마늘맛 풍부하고 매콤하니 칼국수랑 조합 최상! 

하지만 항상 웨이팅이 있고,,가게... 더보기",5,토,True,2
2024-02-03,5.0,웨이팅이 좀 있긴 하지만 줄서서 먹을만 하다,5,토,True,2
